Date,Tenor,80.00%,90.00%,95.00%,97.50%,100.00%,102.50%,105.00%,110.00%,120.00%
17/03/2023,0.08767123,34.98,25.52,22.21,20.44,18.71,17.24,15.92,15.16,20.73
31/03/2023,0.12602740,33.1,25.52,22.22,20.5,18.88,17.46,16.29,14.88,18.25
21/04/2023,0.18356164,31.09,24.3,21.42,19.95,18.52,17.22,16.11,14.63,15.84
28/04/2023,0.20273973,30.69,24.19,21.37,19.93,18.53,17.24,16.14,14.63,15.41
19/05/2023,0.26027397,29.97,24.04,21.47,20.12,18.75,17.47,16.37,14.85,14.73
31/05/2023,0.29315068,29.35,23.72,21.23,19.93,18.61,17.37,16.28,14.75,14.41
16/06/2023,0.33698630,29.07,23.86,21.49,20.23,18.95,17.73,16.64,15.02,14.24
30/06/2023,0.37534247,28.66,23.68,21.39,20.18,18.95,17.75,16.66,14.99,14.05
21/07/2023,0.43287671,28.17,23.53,21.36,20.21,19.03,17.86,16.78,15.06,13.81
18/08/2023,0.50958904,27.82,23.56,21.49,20.41,19.3,18.19,17.12,15.31,13.76
15/09/2023,0.58630137,27.57,23.48,21.51,20.48,19.42,18.34,17.3,15.5,13.7
29/09/2023,0.62465753,27.54,23.57,21.63,20.63,19.59,18.54,17.51,15.68,13.73
20/10/2023,0.68219178,27.34,23.57,21.67,20.69,19.68,18.66,17.65,15.83,13.84
17/11/2023,0.75890411,27.2,23.57,21.74,20.8,19.84,18.86,17.89,16.11,13.95
15/12/2023,0.83561644,26.97,23.49,21.77,20.87,19.95,19.01,18.07,16.32,14.04
29/12/2023,0.87397260,26.86,23.46,21.76,20.88,19.98,19.06,18.15,16.42,14.09
19/01/2024,0.93150685,26.59,23.38,21.76,20.9,20.01,19.09,18.18,16.45,14.13
16/02/2024,1.00821918,26.46,23.36,21.79,20.95,20.09,19.21,18.32,16.64,14.3
15/03/2024,1.08493151,26.27,23.26,21.74,20.95,20.12,19.28,18.43,16.8,14.44
21/06/2024,1.35342466,25.86,23.14,21.77,21.06,20.33,19.58,18.83,17.34,15.02
20/12/2024,1.85205479,25.2,22.94,21.8,21.21,20.61,20,19.4,18.21,16.18
19/12/2025,2.84931507,24.5,22.69,21.81,21.37,20.92,20.47,20.02,19.13,17.47
18/12/2026,3.84657534,24.24,22.72,21.98,21.61,21.24,20.87,20.5,19.75,18.33
17/12/2027,4.84383562,24.2,22.82,22.15,21.82,21.5,21.17,20.85,20.21,18.99
31/12/2027,4.88219178,24.19,22.81,22.15,21.83,21.5,21.18,20.86,20.22,19.01
29/12/2028,5.87945205,23.87,22.65,22.08,21.79,21.52,21.24,20.96,20.42,19.37
31/12/2029,6.88493151,23.68,22.56,22.05,21.8,21.56,21.31,21.08,20.61,19.69
31/12/2030,7.88493151,23.51,22.45,21.98,21.76,21.54,21.32,21.11,20.69,19.88
31/12/2031,8.88493151,23.4,22.4,21.96,21.75,21.54,21.34,21.14,20.75,20
31/12/2032,9.88767123,23.22,22.24,21.81,21.61,21.41,21.22,21.04,20.68,20.01
