Date,Tenor,80.00%,90.00%,95.00%,97.50%,100.00%,102.50%,105.00%,110.00%,120.00%
17/03/2023,0.13972603,31.76,23.88,20.84,19.29,17.7,16.34,15.39,14.65,18.42
31/03/2023,0.17808219,30.73,23.9,21.02,19.49,17.95,16.59,15.59,14.61,16.99
21/04/2023,0.23561644,29.44,23.28,20.69,19.32,17.91,16.61,15.57,14.38,15.43
28/04/2023,0.25479452,29.16,23.19,20.67,19.34,17.97,16.68,15.61,14.31,15.13
19/05/2023,0.31232877,28.6,23.12,20.8,19.57,18.27,17,15.87,14.33,14.38
31/05/2023,0.34520548,28.08,22.88,20.64,19.45,18.2,16.95,15.81,14.21,14.12
16/06/2023,0.38904110,27.94,23.04,20.91,19.75,18.52,17.28,16.13,14.43,13.79
30/06/2023,0.42739726,27.61,22.95,20.87,19.75,18.57,17.36,16.21,14.42,13.61
21/07/2023,0.48493151,27.25,22.88,20.89,19.82,18.67,17.5,16.37,14.52,13.33
18/08/2023,0.56164384,26.99,22.99,21.08,20.05,18.96,17.83,16.72,14.83,13.23
15/09/2023,0.63835616,26.76,23,21.12,20.13,19.09,18.03,16.96,15.06,13.23
29/09/2023,0.67671233,26.75,23.1,21.27,20.29,19.27,18.22,17.17,15.27,13.29
20/10/2023,0.73424658,26.61,23.1,21.32,20.37,19.38,18.36,17.33,15.46,13.39
17/11/2023,0.81095890,26.47,23.11,21.39,20.48,19.52,18.55,17.57,15.74,13.56
15/12/2023,0.88767123,26.26,23.05,21.42,20.55,19.63,18.69,17.74,15.97,13.71
29/12/2023,0.92602740,26.19,23.03,21.43,20.59,19.71,18.79,17.86,16.09,13.79
19/01/2024,0.98356164,25.92,22.87,21.34,20.52,19.66,18.77,17.85,16.12,13.78
16/02/2024,1.06027397,25.83,22.89,21.4,20.62,19.79,18.94,18.07,16.38,14.02
15/03/2024,1.13698630,25.67,22.81,21.38,20.62,19.84,19.03,18.2,16.6,14.24
21/06/2024,1.40547945,25.28,22.7,21.41,20.74,20.05,19.34,18.61,17.19,14.91
20/12/2024,1.90410959,24.86,22.68,21.59,21.03,20.45,19.87,19.27,18.1,16.09
19/12/2025,2.90136986,24.38,22.63,21.77,21.33,20.89,20.04,19.99,19.09,17.43
18/12/2026,3.89863014,24.13,22.67,21.95,21.59,21.22,20.86,20.49,19.74,18.31
17/12/2027,4.89589041,24.06,22.76,22.11,21.78,21.45,21.12,20.79,20.14,18.92
31/12/2027,4.93424658,24.05,22.76,22.11,21.78,21.45,21.12,20.8,20.15,18.93
29/12/2028,5.93150685,23.81,22.63,22.05,21.77,21.48,21.19,20.91,20.34,19.25
31/12/2029,6.93698630,23.6,22.55,22.04,21.79,21.54,21.29,21.04,20.54,19.58
31/12/2030,7.93698630,23.41,22.45,22,21.78,21.56,21.34,21.12,20.68,19.8
31/12/2031,8.93698630,23.32,22.34,21.91,21.69,21.49,21.28,21.08,20.69,19.93
31/12/2032,9.93972603,23.18,22.25,21.83,21.64,21.44,21.25,21.07,20.7,20
