0,1,2,3,4,5,6,7,8
0.49992140568925103,0.3137205672751423,0.24222486608076715,0.2213584293918005,0.20733288779653913,0.1958625838804416,0.1849613194125755,0.17927926977152303,0.23269530077631562
0.41958837341356936,0.27768054228945227,0.2230200852136468,0.20511468332660654,0.1923897807685861,0.18253093119296337,0.17421795606927448,0.1656023106812703,0.19238156811783114
0.3660625237293301,0.2524592926917425,0.20767011757031273,0.1920527532004958,0.18053311110221892,0.17193545082642298,0.16534640823977786,0.15745105666675957,0.1682951785920529
0.34693437010777106,0.24450227460398571,0.2037073408202663,0.18892710662873824,0.17774058658278308,0.16937097339049512,0.16306477479307274,0.15523047909550258,0.15970889215231654
0.32989795975033653,0.2386979030244007,0.20221876162302382,0.18845815822635725,0.17765118413239894,0.16932945754373518,0.16297920345724304,0.15482242775942617,0.15437701674000326
0.32622667227325497,0.23829144458302942,0.20275121939582452,0.18906915983427308,0.17819272498103772,0.16976217537088317,0.16332676208040114,0.15502703850142696,0.1534063086132978
0.31512384589199094,0.23511797969705733,0.20275266505811662,0.18997465103130923,0.17957119521199888,0.1713189150080484,0.16488076833583204,0.1562067019467428,0.15162369708562806
0.31028276099531416,0.23402166432890964,0.20307040341910437,0.19068416093805773,0.1804763756824439,0.17228636774171435,0.16583384205830753,0.1569581285725466,0.1510362149925099
0.3036694822370576,0.2328976291879739,0.2041575950342635,0.19242224213629516,0.18255245423615085,0.17445885666509908,0.16795223309314178,0.15877486415725378,0.15145326463156006
0.299961253636323,0.2327958526926901,0.20536538067421423,0.1940386706056122,0.18440585038813295,0.17639332234854166,0.16984618370255128,0.1603792446684909,0.15199506796946477
0.2967428524315787,0.23347472225271676,0.20733621299443394,0.19633634918958925,0.1868381570390255,0.17881406655236337,0.17215876733353824,0.1623510927760582,0.15299648769725438
0.29133687244484274,0.23356604496360261,0.20947496475527982,0.19917491607112536,0.19012137500259157,0.1823076864768124,0.17568093231536253,0.16558892802266245,0.15486904531098694
0.2873762524665531,0.2337160761242162,0.21126560722860016,0.20152370397305314,0.19285013148392482,0.18525285486342846,0.1787001404885462,0.16844667723373646,0.15682662562549182
0.2861968300384701,0.23460355841552583,0.21277716911707706,0.20322366935678632,0.19467288904678365,0.1871426174361827,0.1806043176621555,0.1702275858553589,0.15799744256249965
0.28471207541196764,0.23534734300868743,0.21432169823307923,0.20506246243673698,0.19672389778830912,0.1893192572410904,0.18282377473593991,0.1723411092597701,0.15950599253762665
0.281178023629977,0.23514276986292387,0.21545997220819774,0.2067053185199288,0.19874680434635678,0.19160577460954253,0.18527351104220458,0.17487803841495708,0.1615242792604933
0.2793944039706313,0.23583146553435946,0.2171100782192653,0.20873510032473053,0.2010755180250411,0.19414809322455906,0.1879462702968428,0.17760217595298255,0.16388239931190968
0.2786533748224086,0.23622462287378665,0.21800722214214074,0.20983696518739542,0.20233768858893336,0.19552292109408553,0.18938834302365998,0.17907007256881774,0.16516347637094458
0.27641279401681185,0.23589807274605162,0.21850430185115666,0.21066516422548365,0.20342653117003423,0.19679881971652535,0.19078359141506418,0.18055072800720245,0.1664934551797574
0.27469239471775464,0.2359865070813898,0.21939341596013395,0.2119108772474157,0.20499012131456068,0.1986321214175334,0.19282985576156175,0.18283137612667444,0.16853496024620934
0.27255636588741194,0.23581957795884895,0.22000577550957784,0.21284017663059418,0.20618711645812177,0.20004952404258497,0.19442222766969147,0.18464098174358334,0.1702963014349313
0.26794754218156425,0.2360331724894249,0.22216307503925553,0.2158151871555704,0.20987195938984649,0.20433507741889073,0.19919996983811505,0.19009252433964874,0.17608141528616228
0.262900454314261,0.23696649116360113,0.22561309315475048,0.22035782941972304,0.21538557927933244,0.21069448619227577,0.20628020052515295,0.198254815484196,0.18515171437011574
0.25549556804374285,0.2363423971333214,0.2278556851816878,0.22386945182318158,0.22004953061500077,0.2163924447493259,0.21289487381561495,0.20636505135018496,0.19506600194460488
0.25081857091664084,0.235218151969027,0.2282768004695333,0.22500555358957597,0.22186114741800728,0.218838954947712,0.21593441181131717,0.21046079323168637,0.20074618038045766
0.24716939144984373,0.23396076595037474,0.22803219082243814,0.2252223318165873,0.22251035483094905,0.21989263071904674,0.21736566021308928,0.21257063125044756,0.20393021806559908
0.2468806561774265,0.23377825830738697,0.22789846764136007,0.2251116157336024,0.22242159908757292,0.21982470980705937,0.21731738617268026,0.21255793439063525,0.20397394596888807
0.2453755222456409,0.233787049934511,0.22855776484641466,0.22607064147362327,0.22366367967065748,0.22133344794754528,0.2190766941086894,0.21477154207994065,0.20692032124303622
0.24178738935243488,0.2315978745061486,0.22697195510626728,0.2247643753847045,0.22262314400649386,0.22054556586939617,0.21852910912319745,0.2146701426395597,0.20758856865300573
0.23921103112298492,0.22993727651247403,0.22571316203905734,0.22369370089079815,0.22173250078055906,0.21982716498686994,0.21797543649289947,0.21442437282908583,0.207878321772776
0.23758326561746929,0.22900790757398287,0.2250931348257052,0.22321875574192235,0.2213964122157262,0.21962384321316125,0.21789893570973423,0.21458429434554027,0.20844694920797047
0.23653502945337024,0.22842123416760013,0.22470907705395504,0.22292946680565257,0.22119766680974667,0.21951151366454846,0.21786899679929045,0.21470751124917042,0.20883357711994566
