Date,Tenor,80.00%,90.00%,95.00%,97.50%,100.00%,102.50%,105.00%,110.00%,120.00%
17/03/2023,0.13424658,32.18,23.61,20.18,18.52,16.92,15.61,14.61,14.09,17.51
31/03/2023,0.17260274,30.92,23.62,20.38,18.75,17.21,15.94,14.96,14.01,16.37
21/04/2023,0.23013699,29.51,23.03,20.12,18.65,17.22,15.96,14.97,13.78,15.09
28/04/2023,0.24931507,29.17,22.88,20.07,18.64,17.23,15.98,14.98,13.73,14.82
19/05/2023,0.30684932,28.57,22.8,20.22,18.89,17.55,16.29,15.22,13.79,14.22
31/05/2023,0.33972603,28.07,22.55,20.08,18.81,17.5,16.26,15.18,13.72,13.94
16/06/2023,0.38356164,27.81,22.63,20.26,19.03,17.77,16.56,15.46,13.88,13.69
30/06/2023,0.42191781,27.55,22.58,20.32,19.13,17.9,16.69,15.59,13.96,13.46
21/07/2023,0.47945205,27.12,22.51,20.34,19.19,18.01,16.84,15.74,14.01,13.16
18/08/2023,0.55616438,26.88,22.59,20.54,19.45,18.33,17.19,16.1,14.3,12.99
15/09/2023,0.63287671,26.62,22.58,20.59,19.55,18.48,17.4,16.34,14.51,12.94
29/09/2023,0.67123288,26.57,22.67,20.71,19.69,18.64,17.58,16.53,14.7,12.99
20/10/2023,0.72876712,26.43,22.67,20.77,19.78,18.76,17.73,16.71,14.89,13.02
17/11/2023,0.80547945,26.3,22.71,20.89,19.93,18.94,17.93,16.94,15.13,13.13
15/12/2023,0.88219178,26.12,22.66,20.93,20.02,19.07,18.11,17.16,15.41,13.26
29/12/2023,0.92054795,26.02,22.63,20.96,20.07,19.15,18.21,17.27,15.52,13.31
19/01/2024,0.97808219,25.77,22.51,20.91,20.05,19.14,18.2,17.26,15.49,13.27
16/02/2024,1.05479452,25.66,22.52,20.97,20.13,19.25,18.34,17.42,15.7,13.45
15/03/2024,1.13150685,25.46,22.42,20.92,20.13,19.3,18.45,17.59,15.94,13.64
21/06/2024,1.40000000,25.01,22.28,20.93,20.22,19.49,18.75,17.99,16.53,14.23
20/12/2024,1.89863014,24.48,22.15,20.99,20.39,19.77,19.13,18.49,17.22,15.14
19/12/2025,2.89589041,23.94,22.16,21.25,20.78,20.3,19.8,19.3,18.31,16.59
18/12/2026,3.89315068,23.55,22.07,21.31,20.93,20.53,20.13,19.73,18.91,17.42
17/12/2027,4.89041096,23.27,21.94,21.27,20.94,20.61,20.28,19.94,19.27,17.95
31/12/2027,4.92876712,23.26,21.93,21.28,20.95,20.61,20.28,19.95,19.28,17.97
29/12/2028,5.92602740,23.07,21.9,21.32,21.03,20.73,20.44,20.14,19.54,18.37
31/12/2029,6.93150685,22.99,21.92,21.39,21.12,20.86,20.59,20.33,19.79,18.75
31/12/2030,7.93150685,22.89,21.9,21.42,21.18,20.93,20.69,20.45,19.97,19.02
31/12/2031,8.93150685,22.77,21.86,21.41,21.18,20.96,20.74,20.52,20.08,19.2
31/12/2032,9.93424658,22.64,21.76,21.34,21.14,20.93,20.73,20.53,20.12,19.33
