rho,eta
-0.849633182882512,2.2327900054317005
-0.9938547306016412,2.3283376769073754
-0.8291114684106584,2.311473809446572
-0.796753146963999,2.088925107626975
-0.9694888051613978,2.0386440714303236
-0.9186077368889296,2.3300256715798375
-0.9213703555827596,2.0749912563860957
-0.8743194126717541,1.9693327971046295
-0.9928109976579537,2.11691975554949
-0.8447346195824289,2.2281762340296334
-0.9603799581540609,2.048973879402581
-0.7230499952147114,2.055044438951857
-0.8961017309273744,2.1500159013362334
-0.7645664946690699,2.1147649371351447
-0.9946886820302673,2.3494936469863976
-0.96575146771198,2.166477791391846
-0.8424683275123259,2.146157874230791
-0.8428689617413022,2.1672175114850845
-0.8680747267090752,2.0864075020637736
-0.9803808815431154,2.0536425679559245
-0.9250225808789504,1.9087863176767423
-0.9297639107323169,2.2575068192913856
-0.8997102943166941,1.9203988050764633
-0.9930010191684753,2.036283174918906
-0.779146292282341,2.3579389410968896
-0.9519164959221769,1.8614207645618759
-0.8305047467299393,2.2515953108030824
-0.987918295692731,2.2597218403464905
-0.9276032033494236,2.1776319425370394
-0.9700881316006564,2.001965081791988
-0.9877684803153081,2.1997354181305613
-0.9184256470987808,2.308587880659923
-0.7728884986233304,2.333291665340177
-0.9393597904757799,2.2701221471809983
-0.9813370311740819,2.120622330384262
-0.9626175954521401,2.3314563986161483
-0.9976724901070936,1.8992420040831408
-0.9233285710985392,2.1717240834482467
-0.8414079479482038,2.1081023094991087
-0.9224717332218262,2.045572935140627
-0.9793572328341352,2.1857138548598902
-0.8158835233373108,2.1237478372371754
-0.9718487019425396,1.8403356482366653
-0.9757418776643907,2.19712134296441
-0.9371609419182233,2.1193039575033032
-0.936114149078167,2.325690944021045
-0.9791205661664001,1.7683379000469637
-0.9839435927197229,1.9959818446915585
-0.8847379419761726,2.348599493887486
-0.9265450657342508,2.3401733812901178
-0.8471517869956028,1.996170005350105
-0.9365365490770785,2.184231887410052
-0.8193760093481602,2.2594470466498615
-0.9697201800746502,1.991321486088711
-0.8352684654309723,2.1705110647954755
-0.9035990695975322,2.1337092560875317
-0.8884774332003734,2.2256544148285884
-0.9602217218680489,2.0385814426850386
-0.8079257327271029,2.185201724506935
-0.9601769776226241,1.6455827354049473
-0.7587949449246618,2.3595099560959083
-0.9436463851423451,1.9519666617437967
-0.7038081153526823,2.233835230100778
-0.9578200966640851,2.133431897666812
-0.8978540895954359,2.118542024155971
-0.9243529288434752,2.057686913969248
-0.8772302391716017,2.141672445946756
-0.9386554818484681,2.2331275093743383
-0.9342840905058614,1.8059316220019177
-0.9469369644661921,2.0487392725366456
-0.7967263059289065,2.144329772033724
-0.9817814803329784,1.9652974248632649
-0.9242232850994838,2.034642888478886
-0.8469415931365577,1.8905746307449711
-0.9657832221063063,2.0689464210058564
-0.9893211750765181,2.224980367649244
-0.7825754352981837,1.994169530604232
-0.9898043349391384,2.0628757730671756
-0.9508579444127202,1.675081750434831
-0.911657233317466,2.0335612528001707
-0.8748252045216649,2.1669206406217336
-0.9240379906451385,2.176836006980479
-0.7003513634124636,2.1092335870173637
-0.9600239268682201,1.632367300731772
-0.9925390998575895,2.2974189791551716
-0.8052651172107117,2.5530972802714715
-0.949521804896047,2.2463531107164005
-0.9021532197665735,2.1705492506844855
-0.9389420097970447,2.1125496759317035
-0.9479760973331552,1.7084801244939922
-0.9861769693613003,1.868099400290666
-0.9850349223382963,2.102227373904063
-0.9888726918210647,1.8931074392360319
-0.9533533909095545,2.086978402916809
-0.8530785510221646,2.584987738595096
-0.9169580345626905,2.102244216998464
-0.9470812075055391,2.056501088889392
-0.993732859007393,1.881056395861172
-0.9350641642722305,1.8058695965709988
-0.8292145521878967,2.201839334883408
-0.9787625079785733,1.9708617571079945
-0.9645710623256031,2.049474138596375
-0.9053759061557699,1.7904627030228129
-0.908594450342332,2.2108376167686385
-0.9561085147727532,2.029480207426581
-0.8887673811803771,2.3064317943461785
-0.9445834377604129,2.1797504840096407
-0.9178043603973143,2.103336503639865
-0.9248630724807135,2.0608238284376403
-0.9784199174622772,2.0323258321856548
-0.8254274792604458,2.33842524357053
-0.8966065771068331,2.0353637135273877
-0.9226094226615654,2.0313030851939735
-0.9123756288090061,1.944984650874727
-0.9779365831839409,1.9438145088266574
-0.9678349182697987,2.1203633473239925
-0.967790409275639,2.1720611026396512
-0.7287749193412053,2.1212682672441607
-0.9309964689887652,2.079814420140216
-0.8724601460116389,2.4611141134107895
-0.985211026328012,2.065559601693693
-0.8603807717267716,2.2649252328887517
-0.9894948934516131,1.9440754732706378
-0.9226804558453804,1.958856268981803
-0.7446276185911378,2.1625535161985234
-0.734567587677143,2.436005510560009
-0.8924953624870771,1.9917007272725695
-0.9966677138223232,2.2076133214987124
-0.7540548486246205,2.2094393902738956
-0.9776714657472513,2.291919418257154
-0.9191186536693605,2.316531348614835
-0.9620639293442401,2.099920558148672
-0.9471855779159029,2.054476689025855
-0.8689274556819387,2.1020696082423096
-0.7785260097513547,2.354912478213509
-0.95907211157022,2.1929227827444024
-0.9598081017371279,1.9565585686399505
-0.9417642228038969,2.2154175358691885
-0.9419911801636803,2.181088192114891
-0.8681436043202247,2.219918587617884
-0.9274118915274426,2.376827177271216
-0.9605431537379091,2.1684053204127247
-0.8796470038593195,2.197427845262522
-0.8965517002965021,2.295588694588797
-0.9700663363841061,2.0925060020668864
-0.8939135821040991,1.909866775101484
-0.869798158276571,2.1441803717926935
-0.8733247741636871,1.7132739692641004
-0.8762039583675132,1.8465462781163193
-0.9544504389352978,2.1797315885606445
-0.8038890570710516,1.8661379316883582
-0.9715538129525348,2.0476512093262906
-0.9007089582680728,2.2619294321423395
-0.8900236638126097,1.9223375415568864
-0.9584784181306838,2.0158346345937166
-0.9260416270377817,1.9807841968425173
-0.9097478417366581,2.392609839348931
-0.9100818719203347,1.9267522439868028
-0.9627625766753154,2.1589528380120124
-0.920745674459746,2.133067505991316
-0.9128860983607021,2.414228329908508
-0.8271914968291435,2.0521959411212465
-0.9208273619168718,2.1458756323240484
-0.9157203230821107,2.2114359255228324
-0.9645673433014283,2.0337870581664905
-0.9335466586118352,2.090892503648517
-0.9022317354089147,2.0122250343979315
-0.748432393458494,1.830856276645763
-0.9806235616606038,1.9480660271747916
-0.7395247151745771,2.238931194827306
-0.967502234194434,2.176776443208368
-0.866067055271308,2.16253170933539
-0.8161195573978286,2.1089489046569496
-0.919162232600463,2.4677473102193552
-0.8869540434543939,2.1649966357459296
-0.9599933338875204,1.939894173460469
-0.8823136586754771,2.138323392975346
-0.8883143178280942,2.386464502965992
-0.9574570752757509,2.2672080960347576
-0.9084690755687531,2.1399359978411923
-0.8326556920019578,2.009604646466511
-0.9894758921109297,2.1915228617242706
-0.9141154453364677,2.1224656190611446
-0.7845340683226677,2.2532491141170365
-0.9581734957322774,2.073267143827384
-0.9778751307532818,2.0605891591421783
-0.9896212141156469,2.153401255984407
-0.8314129966796024,2.118182158734153
-0.9758811516891557,2.1784163117336344
-0.9352366841671209,2.3017251827697605
-0.9291134524412671,2.3291767427722947
-0.9298852691249038,2.1903848453483907
-0.9512684316976486,2.0220787169786574
-0.7642664787575305,2.069242644242343
-0.8499781948260234,2.306501884468294
-0.9784783016181732,2.1409502290351834
-0.8099967832408536,2.0819834539044413
-0.89857513931919,2.0056561912142516
-0.8480962707741382,1.9829110843796394
-0.9534805958821386,2.046938869508191
-0.8619137577637832,1.868298069203768
-0.9449344534156361,1.652605988409115
-0.8045132901069508,1.9715280134040611
-0.9580121194274235,2.140286401893703
-0.8950158278791377,2.0556882262888916
-0.8371235509476861,1.97051466973489
-0.8751811516531668,2.2464014121392677
-0.9894672559014746,2.003223549693689
-0.9551570448356267,2.0387268537077654
-0.9162328406746204,2.2439753354956293
-0.9757504156757684,1.7726829328160334
-0.9182119533805787,2.1269605253351846
-0.8411188798525234,1.949239646060898
-0.9290532588270315,2.061887847973761
-0.9255617816333919,2.0615789188865987
-0.8478495712368563,2.358831495232907
-0.9530175801479114,2.1190205401596294
-0.9658937060282639,2.0947574357566894
-0.9317770467727857,2.0565058421748303
-0.9383172344014908,2.2005657768519664
-0.9082445116367486,2.210025899807037
-0.9879723602640167,1.7789816397546498
-0.9746554311155204,2.350312193557141
-0.8254884905726901,2.2271969263364535
-0.9982660130464929,2.2554249585986517
-0.8864284634299887,1.874825784643063
-0.8974485973688227,2.0465739626855415
-0.9252646185875887,2.1174345841494366
-0.8205467783348095,2.250630044728362
-0.980714935341586,1.9774105330899072
-0.9682313646039699,2.259466183023143
-0.8588682577249213,2.0983565245912534
-0.9665683076745317,2.2581167097094124
-0.8874100246747137,1.9326468713237166
-0.9968725472041946,2.083051701711086
-0.9538582353750753,2.250182581926103
-0.8393355268876013,2.192687009707211
-0.8225983734661491,2.135682547662482
-0.7809040478498925,1.990658254116355
-0.9236466705238499,2.150444292714835
-0.8351253952324104,1.8772522309511472
-0.8915206055853777,2.1911892258546386
-0.9886884190301671,2.216399668653588
-0.9153972768238093,2.249910960318615
-0.9859223690463151,2.2770981416276195
-0.8734032956250141,1.9855350215017118
-0.9212672199497377,2.251533036536383
-0.8511224075486759,1.901670707110112
-0.9048762649664631,2.116645389849905
-0.7454737011427329,2.2411670859293387
-0.9856231340003455,1.9523977319251156
-0.8506604215219971,2.008872125438705
-0.8290714685538293,2.0558628139261
-0.9253915977895325,2.05445720625486
-0.9969780991152262,2.176594830832609
-0.9749401010459746,2.1131566680741236
-0.901575419174747,1.8774300305878353
-0.9273539916707975,2.345584455578233
-0.842125947188019,2.4057477946814805
-0.8730509776016978,2.233424938360547
-0.8374302928315177,2.133226609008753
-0.8597492744721663,2.319729881248989
-0.7737908956757189,2.1759323608399823
-0.9492206663426731,1.8241151389522643
-0.8790434869790142,2.084637487469757
-0.9736789391422035,2.2067218655290155
-0.9975492890145299,2.121126909611081
-0.9176963679822928,2.381231877148491
-0.8211237814686009,2.222795913715187
-0.7384754855528769,1.9173698716358083
-0.8155020684425586,1.9572137636304163
-0.9695372468190195,2.4016241217114542
-0.8603017522744685,2.236588645341629
-0.8623627697408172,2.1694115877165117
-0.8090694473828041,2.3985624949817965
-0.9385013016230708,2.0712048614557927
-0.8497502041599797,2.139485471215342
-0.8280079158444407,2.3421800167982774
-0.9671768850912853,2.0441340062841187
-0.8774747142199408,1.9368700073250948
-0.971583996117582,2.267425572485098
-0.8549838956091291,1.9209557856440518
-0.895083235015465,2.196110271696784
-0.9666244219768781,2.128560836596141
-0.835611358170686,2.163614475092872
-0.9674379750750478,2.2841410344263484
-0.9011952307088229,2.1950300157857745
-0.93216366337774,2.1159265148285953
-0.9177721281022039,1.9931842478312212
-0.939111960288497,2.058224287276631
-0.8752230717804083,2.4344430614239703
-0.9091159340435542,1.7742579700881753
-0.7473522489147933,2.154314900923071
-0.9680541775667072,1.906450187565308
-0.9264999225631924,2.062235856092911
-0.9740952817891017,2.0454276139780103
-0.7847787137516654,2.132074537560552
-0.9937141352813711,1.9450946685764303
-0.985283196850377,2.1093944158575613
-0.9821831966642205,2.054713401288863
-0.9795514091440073,1.9421708979377654
-0.8609607079543914,2.302980812098666
-0.9092915506186035,2.071195816351969
-0.7992469306718868,2.07897624790468
-0.8582277706574123,2.001651108912161
-0.7909287376447129,2.451968690844097
-0.9533239005774504,2.404701144175849
-0.9177812407077732,1.9658395357064347
-0.9386965423030887,1.8679705106826827
-0.8415648524437511,2.2106334030673507
-0.9477278331972584,2.284778716023293
-0.9288839197961728,2.0565302576372875
-0.921673981105749,2.111941296230438
-0.7854148832965706,2.0258392715277274
-0.9536631351471648,2.145411915130968
-0.9834780410961259,2.1849658090817785
-0.9806396899701546,1.9049895682859126
-0.8154885909432147,2.321593593520768
-0.8190940025525228,2.1507780185449032
-0.9198165769750025,2.1108535846592997
-0.9121246595138095,2.270415385841079
-0.8058205931912111,2.1649411029788292
-0.8356860626472568,2.1221031090486395
-0.8838596612740723,2.0499839551287975
-0.9188225220343321,2.186123191703733
-0.9344679895595336,2.2336300354275087
-0.9619785886533342,2.044938312408459
-0.9600179139459952,1.8924071516273109
-0.8530287634333493,2.056281675800276
-0.9447549784652899,1.9736091329538639
-0.9353825513570817,2.3605230602304714
-0.9298057056624351,1.8152255207525136
-0.9185560992412894,2.165449365693291
-0.8733473550319052,2.1489355831045325
-0.8955111810379307,2.1123308506340495
-0.6645453596569227,2.211799572700922
-0.9481562175155025,1.846610221670133
-0.8744630232067573,2.2772549188404683
-0.8160541798243923,2.3037003332714376
-0.9162925151548953,1.9331728780229125
-0.8036495967500189,2.3980703793115614
-0.938536446154684,2.0444473213044727
-0.975939773933526,2.0015235195093655
-0.6899654037747688,2.146591590004296
-0.995757288657775,1.9227421342651598
-0.8788116564529185,2.0631328467004066
-0.8008523702921896,2.0299759026616733
-0.8458446929747329,2.1813396725369154
-0.9430163834443991,2.1622587575361285
-0.9877630958243611,2.289439715434351
-0.988410786842661,1.922951804535708
-0.9242629409424765,2.02377872914617
-0.9471421328136393,1.9228099221226103
-0.9580402404016501,2.4152652430538453
-0.951672532380005,1.9800952844469453
-0.9442420284496664,2.039616917148879
-0.9120753362688363,2.1248159476082056
-0.8145565763564053,2.167848618326365
-0.8980425977740668,2.450747586996502
-0.981113649709076,2.0370558074191
-0.9570165477892028,2.2283221745026554
-0.9916412450717614,2.3834277946183158
-0.9318848613501047,2.0142800962061527
-0.9875926834844594,1.9758860496389672
-0.838263473103489,2.036047945629428
-0.7638883388077373,2.3414503968308664
-0.8443721592108162,2.2045748321821326
-0.9588364583629799,1.9630044404827394
-0.9809634126913364,1.9349634072851623
-0.8320433107891954,2.0325124718560987
-0.9867364903001277,2.119933426089602
-0.9245076117288656,2.1347346342366746
-0.8432738569334424,1.963187747286757
-0.9962414732915688,2.2262414378521598
-0.9175750426933373,1.898372491587585
-0.979978947183532,2.0777383419668207
-0.9333117299234642,1.818083841925373
-0.992418846887211,1.9655593823124675
-0.8964160587350887,2.1942516121078115
-0.8307739288839715,2.289436419431195
-0.983899447425714,2.1152044392668836
-0.9868543826506411,1.8741002266605544
-0.7240106181919183,2.243764179817019
-0.8426549035917148,2.214899321309546
-0.9664762876019877,2.288427925708602
-0.8391857362498116,2.0568901314959205
-0.9826035141745625,1.87276651953109
-0.9192964213843269,2.0602459148994035
-0.8512880946660314,2.31474814363799
-0.9965818088529421,2.062424680264677
-0.9368327180998396,2.003133565547519
-0.9618849716530863,2.1350397659175733
-0.9765767465296644,1.959219763111453
-0.7834707374254711,2.1656507206658686
-0.8750732877593864,2.173285837368286
-0.9292482241930528,2.0456148127297773
-0.9214517499969483,2.0124914852244027
-0.9609963548395047,2.183867481344571
-0.9793463888834755,2.051542455184395
-0.7036178207785408,1.8678077320971276
-0.8679229368736798,2.0700704680110737
-0.8347091799189896,2.099901786033528
-0.9120589394359077,2.166350268464369
-0.7871246398423024,2.334451851379152
-0.8987942708544726,2.1838840458241773
-0.96637835328157,2.0068870082699575
-0.9864030640422597,2.4179705545919776
-0.9941418586052386,2.31839301824511
-0.9807923374329868,1.9790058934552195
-0.9533785643214933,2.138701076320562
-0.9845155584478383,1.9246996982838507
-0.9620306327143474,2.1039774475913626
-0.901109782534862,2.158210949630411
-0.9646590744714538,2.0008602989580475
-0.7314059311333887,1.890733154060856
-0.9379151945869483,2.402293379791594
-0.9540529679386078,2.018442909007446
-0.965872530420397,2.199541822934497
-0.8765815069142201,2.25683986599543
-0.9932488163178954,2.0821310158278514
-0.8775056397976438,2.191479951704495
-0.9860387537858374,2.192805590970801
-0.9628507231011018,1.9953921673417168
-0.9166757179542842,2.093552560806938
-0.956610457268851,2.4172237771662792
-0.9958191762346454,1.8161230977231444
-0.7862509378638167,2.218136916864903
-0.9712438419049597,2.1361805314275206
-0.9690348116802848,2.0986585727126625
-0.8912425324597509,1.9813467084701908
-0.9450762795276699,2.030337500541685
-0.9814222742243696,1.9640554509607682
-0.7118874744655359,2.23823710529871
-0.9487991642881525,1.9183875532259307
-0.9623348523668552,2.0706002124281935
-0.6911899825919502,2.391940367211092
-0.7004314603609849,2.398687053673487
-0.7901096143965127,2.1317310221269703
-0.9703733939832343,1.8189715856812605
-0.898037545803115,1.8166142580878586
-0.9345763882869333,2.253303836387636
-0.9287271228870838,2.0451278964878723
-0.9253403799513323,2.1346145413142947
-0.8215341781274055,2.3027489298864863
-0.9084283430681787,2.1935149282508997
-0.9678105055743189,2.1238840723721557
-0.9501275336441017,2.081920577402762
-0.7875872664822876,2.2907857028332175
-0.8551246667690829,2.0051723126494987
-0.8626363963061972,2.187522832424132
-0.9142763020343389,1.9157830566861196
-0.9778585698110978,1.9263502451258983
-0.9744255801469042,1.957908652733544
-0.8255048790790247,1.9681750128058666
-0.9508491403145023,2.1798312531747195
-0.9320274438959134,2.269129838644381
-0.9935565671178183,1.9984964108382062
-0.9137143239277418,2.206616544483951
-0.960765780225257,2.2303134717775026
-0.9871378691353668,2.3152162242695304
-0.8818391643355552,2.2070118993063663
-0.9643934669402358,1.9177850719202332
-0.8387719022679611,1.9927085110370588
-0.992056504264147,2.04462400764898
-0.8677119110104562,2.2809041939643735
-0.9688969281280009,2.0099490613809943
-0.7402910731814607,2.6161973449080027
-0.7771520516298277,2.198967545659592
-0.8867263910389805,2.0702047927211327
-0.8198178082271382,2.12142369122535
-0.9257787265529378,2.3841070212311934
-0.8162453501785781,1.971884426077328
-0.9080594909141085,2.1774121148046266
-0.9071345717996925,2.155241414000926
-0.803454637320635,2.097721014708445
-0.8448745591630922,2.272438433035794
-0.8124424837001932,2.2372517537136436
-0.8957573076711668,2.182933971511106
-0.8907286279360405,1.969315638172778
-0.8606950770154765,2.0489313223356374
-0.9277749969894243,2.0701638151460022
-0.807147484258288,2.1558744660266433
-0.954459768198014,2.2706961726194583
-0.8630438732646875,2.234829578931121
-0.9958008001799331,2.0385355453834917
-0.8317972710304103,2.037502916423228
-0.7098671046178947,2.5338057897773245
-0.9002368774328026,2.258545065917241
-0.9814186999393681,2.0138236172548423
-0.9526197777062075,2.2110375382262744
-0.9672335527540832,2.310017899642024
-0.9119604872270745,2.065264801764328
-0.8000893845147031,2.1850346798917313
-0.9030603437950823,2.2074766744949494
-0.846253108126754,1.9956258794354174
-0.9098621213290534,2.091457264122133
-0.9197019452958626,2.4206577427766383
-0.9381001825831382,2.1448301080823824
-0.780789777772663,2.134215721193497
-0.9712151698579788,2.1435123713665654
-0.8628217022656705,2.046878894157562
-0.8918936535537852,2.132573319847394
-0.9929090868725353,2.2143511321755915
-0.9572629649283925,2.1886794509179035
-0.9032233331144431,2.162274713773981
-0.8138648320024073,1.8245656669415005
-0.9399451478873924,2.0065582100769848
-0.9265699244520136,2.0786464370278157
-0.9113696943864639,2.109777700821511
-0.9481181892354598,2.3537602689576382
-0.9836347040072123,2.1934080596928087
-0.8808086249032072,2.07793585990999
-0.9751359645537954,2.2169194394967415
-0.8105771947046689,2.1536180082932774
-0.9811489389441588,2.196405432109072
-0.9136446756894373,2.3314527673509438
-0.9494350629810308,2.171989890473977
-0.8567692832311711,2.3483140616349565
